ID,total_amount
141,5.4139957
142,16.981743
143,15.852212
144,11.149717
145,9.085078
146,25.374313
147,8.298185
148,8.330234
149,15.866835
150,15.109961
151,10.809917
152,8.780433
153,32.51322
154,10.622479
155,6.4463596
156,22.390032
157,24.879448
158,6.495837
159,20.773348
160,12.935859
161,6.4881916
162,10.880415
163,19.898235
164,11.458703
165,7.7112055
166,7.0856314
167,8.420096
168,8.989001
169,7.877572
170,10.022624
171,55.439117
172,17.186275
173,21.520561
174,37.29231
175,15.363626
176,3.4168074
177,10.606112
178,8.089245
179,6.09982
180,10.148165
181,7.5704308
182,8.419415
183,16.762825
184,16.259119
185,50.62231
186,7.538048
187,8.178369
188,55.31239
189,9.994218
190,8.483886
191,38.781757
192,6.816784
193,13.442624
194,21.116121
195,7.313939
196,10.3706255
197,16.919174
198,6.7749033
199,7.654833
200,8.118973
201,11.0415325
202,10.268375
203,11.358896
204,7.415845
205,10.00906
206,8.273839
207,10.359106
208,8.722853
209,11.811311
210,9.275295
211,16.787907
212,14.138638
213,10.53124
214,6.4522886
215,16.639555
216,8.898019
217,34.620674
218,15.204556
219,13.011978
220,9.453313
221,6.5120754
222,18.273737
223,8.062959
224,8.17052
225,8.185023
226,20.415897
227,7.8166637
228,16.131247
229,58.192043
230,84.34031
231,11.987655
232,14.174308
233,11.152344
234,14.756947
235,17.781345
236,39.784737
237,8.73313
238,12.374411
239,7.6552963
240,6.5229187
241,19.14488
242,10.801445
243,18.070837
244,17.897665
245,8.802864
246,14.964508
247,12.063241
248,18.288332
249,21.29569
250,7.514924
251,9.705093
252,69.41057
253,6.4044847
254,7.7051363
255,9.756962
256,12.362742
257,21.267618
258,9.108865
259,14.291885
260,12.122254
261,9.740675
262,7.2774086
263,7.6068544
264,6.0868006
265,21.666624
266,13.00292
267,13.009686
268,28.651983
269,7.1732244
270,14.923227
271,12.809692
272,16.46992
273,26.578096
274,13.765194
275,6.567993
276,63.246426
277,9.894041
278,13.598206
279,10.57733
280,10.605412
281,12.073589
282,12.892582
283,15.210495
284,21.372038
285,11.002541
286,12.533075
287,11.10861
288,13.818178
289,5.53827
290,7.6403074
291,8.500876
292,9.3537855
293,18.567196
294,8.65933
295,10.646574
296,25.414541
297,12.384489
298,12.907941
299,12.237369
300,8.108699
301,11.113239
302,14.764993
303,4.834044
304,8.168179
305,7.153412
306,10.111426
307,8.1700535
308,11.445574
309,12.046332
310,16.880716
311,49.47341
312,15.830264
313,13.476981
314,10.165203
315,9.317155
316,6.329652
317,49.115036
318,19.529566
319,8.255664
320,7.327585
321,27.124746
322,22.89666
323,6.2841034
324,26.660358
325,8.781303
326,20.540339
327,6.6948767
328,11.340065
329,9.337997
330,8.255664
331,6.578643
332,14.719566
333,10.965114
334,42.828373
335,29.382727
336,4.8375435
337,16.496696
338,16.029524
339,26.602028
340,6.7854223
341,32.857193
342,10.419422
343,14.793881
344,13.007911
345,23.04963
346,42.90506
347,10.389406
348,8.61885
349,6.065152
350,10.049587
351,5.564767
352,33.977013
353,6.521455
354,16.654032
355,13.303013
356,7.4641256
357,13.112243
358,8.3617525
359,9.171414
360,6.876251
361,8.417505
362,7.1118784
363,9.183136
364,6.315794
365,6.9645605
366,10.716372
367,9.333398
368,8.619706
369,14.99886
370,8.146642
371,6.8966618
372,11.729149
373,41.241177
374,14.050735
375,22.0379
376,12.287439
377,8.755955
378,6.929513
379,18.473848
380,6.3700504
381,19.847937
382,7.668337
383,5.214367
384,18.639486
385,12.026049
386,11.203721
387,11.020831
388,17.032454
389,27.66515
390,9.135424
391,10.005865
392,9.583598
393,10.880028
394,5.81042
395,8.583752
396,4.3142843
397,7.186761
398,9.059796
399,32.33596
400,18.048868
401,17.479208
402,11.272072
403,12.099454
404,9.340508
405,6.53353
406,6.5560503
407,9.81312
408,8.154869
409,10.53949
410,11.370934
411,22.917356
412,8.867561
413,13.0177
414,44.841927
415,10.081465
416,13.063383
417,6.5134344
418,9.881474
419,21.993813
420,12.3099575
421,7.449068
422,15.059345
423,10.124507
424,18.153791
425,8.179883
426,8.775417
427,8.336057
428,6.160739
429,19.481195
430,6.291894
431,7.045107
432,8.365142
433,13.022882
434,16.020859
435,18.929346
436,26.064821
437,8.157348
438,7.032941
439,22.296402
440,39.670757
441,3.319295
442,9.673091
443,11.096064
444,10.301819
445,10.540008
446,18.581375
447,9.126265
448,12.305509
449,8.238682
450,11.234058
451,8.625751
452,9.19593
453,7.9402285
454,21.91259
455,20.051512
456,16.891546
457,21.604734
458,6.786665
459,14.2310095
460,27.090563
461,27.595036
462,13.283628
463,7.7086525
464,10.001491
465,6.6945667
466,7.4424763
467,58.075153
468,10.588571
469,23.81581
470,16.644133
471,14.366625
472,6.351218
473,6.185625
474,7.775484
475,29.804901
476,111.82989
477,9.88551
478,12.541906
479,16.588615
480,17.26992
481,9.207521
482,18.331358
483,71.42201
484,8.0462675
485,8.713285
486,14.037731
487,7.4887238
488,10.091905
489,5.076683
490,6.4798975
491,19.099321
492,6.860607
493,6.9711018
494,9.000818
495,18.693321
496,11.004314
497,8.946753
498,8.6134815
499,75.96953
500,6.948286
501,40.211353
502,7.9470024
503,8.281348
504,22.362665
505,11.981776
506,6.950799
507,30.137653
508,20.618921
509,7.8367767
510,11.108671
511,22.396124
512,12.119978
513,18.763536
514,11.760393
515,10.655494
516,24.830534
517,5.6128044
518,23.916998
519,11.0376625
520,9.655024
521,19.833736
522,10.914038
523,47.37868
524,18.411182
525,9.88821
526,20.025
527,14.713229
528,8.577592
529,11.010949
530,9.694831
531,10.869823
532,13.483818
533,14.849983
534,7.0026426
535,27.892256
536,9.623181
537,14.948661
538,57.28141
539,5.603963
540,9.37556
541,14.4127445
542,51.252857
543,8.982187
544,8.524333
545,26.448423
546,11.112384
547,17.575838
548,6.414402
549,18.197426
550,8.73354
551,42.306217
552,7.0574026
553,15.702402
554,9.01267
555,10.327805
556,8.894221
557,63.79302
558,12.567503
559,8.772183
560,12.065414
561,7.4484396
562,6.4817867
563,21.089632
564,14.549204
565,15.915702
566,8.505325
567,107.10015
568,14.438217
569,11.230974
570,12.247818
571,21.425041
572,10.186454
573,15.432091
574,28.998
575,8.417002
576,29.526922
577,13.202224
578,6.321965
579,8.774434
580,11.980148
581,34.138454
582,7.5811777
583,7.757267
584,60.61729
585,9.298291
586,67.76056
587,9.425127
588,12.06503
589,11.705039
590,18.559309
591,23.180716
592,5.94995
593,8.353636
594,21.23531
595,30.480272
596,21.105316
597,11.776015
598,5.2548933
599,11.4548855
600,6.8595686
601,19.97061
602,14.604483
603,8.0315275
604,16.115631
605,7.0066814
606,18.202753
607,16.403162
608,6.722501
609,69.706924
610,8.586532
611,12.861237
612,20.619642
613,9.758936
614,8.866756
615,8.50535
616,12.620342
617,8.315686
618,10.357839
619,24.851208
620,12.16022
621,5.7015257
622,9.341329
623,24.409468
624,6.294944
625,26.067001
626,13.26885
627,8.103734
628,6.1206436
629,18.249268
630,8.613847
631,8.306321
632,7.144286
633,7.6010685
634,9.172443
635,11.131709
636,35.983337
637,10.027069
638,22.789654
639,12.296238
640,10.005363
641,12.393071
642,12.873276
643,12.850375
644,11.780451
645,15.768298
646,83.89326
647,17.699087
648,9.131999
649,23.018454
650,15.154388
651,67.88651
652,6.3490868
653,14.961668
654,13.51733
655,16.393196
656,6.5003357
657,12.9036255
658,29.048792
659,14.75407
660,9.396402
661,11.105208
662,9.689897
663,12.423881
664,7.923049
665,12.076207
666,14.227981
667,15.469292
668,6.597248
669,14.824212
670,16.691431
671,17.134773
672,13.410387
673,8.958932
674,15.171551
675,8.50022
676,6.2620134
677,10.428766
678,20.629202
679,12.107768
680,14.573523
681,5.892104
682,12.361215
683,22.30968
684,11.628324
685,21.416744
686,16.223656
687,11.851688
688,12.727182
689,56.73053
690,50.402187
691,12.172555
692,21.864775
693,52.21085
694,11.782141
695,6.7074995
696,8.605619
697,19.57584
698,24.323816
699,16.209091
700,49.94449
701,8.714781
702,10.275979
703,12.265128
704,17.756924
705,13.815113
706,8.604269
707,12.558581
708,62.62356
709,6.553525
710,11.319824
711,10.521228
712,6.037179
713,5.098857
714,17.437393
715,10.569503
716,13.867815
717,6.632763
718,27.39772
719,15.830812
720,7.340987
721,42.0841
722,10.413969
723,18.331085
724,10.001964
725,5.8505545
726,38.120914
727,8.707765
728,8.483431
729,8.644716
730,9.664947
731,39.51163
732,7.2643385
733,15.313271
734,9.522794
735,18.293703
736,14.718721
737,7.0949116
738,15.297553
739,13.109577
740,8.7847805
741,12.928099
742,22.317392
743,20.627026
744,9.08236
745,17.823326
746,11.800333
747,30.606363
748,14.673164
749,22.13003
750,8.53584
751,5.9833946
752,24.491886
753,8.516516
754,28.8572
755,11.941029
756,9.047183
757,42.669964
758,12.397747
759,9.2632475
760,7.7399416
761,10.484589
762,27.300974
763,7.5815544
764,19.342892
765,25.28206
766,9.178541
767,8.881606
768,9.715439
769,10.52063
770,8.750566
771,11.851101
772,15.865169
773,8.256189
774,6.3661766
775,7.467723
776,16.816153
777,44.773785
778,57.32327
779,14.1263485
780,9.800246
781,7.720339
782,6.590172
783,5.673909
784,12.573163
785,17.19651
786,10.2174635
787,10.482399
788,6.5370083
789,8.060393
790,12.258985
791,12.185276
792,10.663591
793,8.921147
794,8.681699
795,39.067265
796,10.142609
797,8.020699
798,10.671837
799,15.402491
800,12.667052
801,9.716475
802,6.3874044
803,17.217707
804,40.0618
805,7.0071507
806,11.745416
807,8.390104
808,12.965562
809,16.296204
810,9.010553
811,30.678675
812,12.012998
813,8.472887
814,12.152934
815,26.727936
816,23.84107
817,8.289762
818,9.390635
819,12.300666
820,12.250546
821,7.581538
822,5.8424044
823,13.22616
824,10.267452
825,17.83348
826,4.1933737
827,4.7644653
828,9.135637
829,47.630745
830,12.176897
831,25.477787
832,12.072137
833,6.6335545
834,9.162374
835,10.909209
836,12.417757
837,22.093418
838,21.01795
839,26.246284
840,18.915525
841,56.834606
842,7.2271023
843,10.082806
844,8.791615
845,5.6236696
846,5.980373
847,6.9478197
848,16.544668
849,15.793698
850,7.0789185
851,10.100241
852,15.548186
853,34.271824
854,11.728278
855,11.381199
856,13.202866
857,9.4733925
858,10.125189
859,10.622848
860,22.464512
861,48.000378
862,19.572252
863,13.03068
864,8.200078
865,11.0655365
866,10.873253
867,8.804637
868,20.443308
869,6.581606
870,7.324703
871,13.259279
872,9.633449
873,8.593643
874,13.468336
875,16.06335
876,4.8607244
877,12.909283
878,8.410914
879,12.451603
880,47.055256
881,7.1504183
882,6.1467314
883,13.798919
884,17.137487
885,15.326532
886,12.802044
887,4.933627
888,6.9934635
889,6.9399157
890,11.740187
891,13.397095
892,16.230255
893,20.168543
894,8.272622
895,75.0455
896,14.870001
897,22.802774
898,4.7317348
899,32.366566
900,16.558113
901,11.5121975
902,7.2932596
903,75.09442
904,7.0116854
905,14.062774
906,8.803512
907,11.728247
908,8.022813
909,10.646921
910,24.682964
911,28.337446
912,9.180088
913,42.3928
914,9.401833
915,12.413706
916,15.642971
917,15.054044
918,8.524258
919,36.590687
920,35.96628
921,12.542839
922,13.892858
923,31.101257
924,7.0194445
925,43.726006
926,28.570477
927,11.221289
928,12.800154
929,4.8375654
930,9.403714
931,13.253008
932,18.68958
933,13.606178
934,13.109507
935,36.357796
936,9.07377
937,9.43155
938,7.3698835
939,10.282095
940,7.7632246
941,12.93817
942,11.952591
943,11.789789
944,12.198875
945,12.933856
946,11.041209
947,8.15251
948,58.569115
949,34.265522
950,21.032515
951,54.968376
952,8.054663
953,60.04213
954,6.340393
955,23.484177
956,7.6257296
957,8.286315
958,19.806692
959,14.772339
960,7.479785
961,14.750118
962,8.658806
963,5.568982
964,32.493828
965,22.442446
966,28.589512
967,16.516283
968,13.9074955
969,12.751084
970,13.101513
971,8.79231
972,15.1708
973,7.5189323
974,9.322017
975,48.185665
976,21.944729
977,6.7049866
978,8.294498
979,8.224838
980,10.10747
981,7.80653
982,8.281724
983,52.7885
984,22.047365
985,7.142619
986,9.544934
987,6.0706596
988,6.9847736
989,5.6683445
990,22.198456
991,13.440823
992,9.545676
993,12.638833
994,7.6535616
995,69.416214
996,6.836503
997,50.174213
998,10.483487
999,12.9214525
1000,6.215393
1001,7.584778
1002,10.738317
1003,12.525722
1004,12.337466
1005,14.172269
1006,10.010547
1007,15.369882
1008,13.631514
1009,8.716729
1010,15.563972
1011,12.42228
1012,14.807066
1013,9.201013
1014,3.723484
1015,10.91935
1016,14.652473
1017,10.385263
1018,13.304408
1019,14.694521
1020,11.394859
1021,7.768976
1022,6.700691
1023,10.836904
1024,10.868045
1025,26.080126
1026,12.278497
1027,22.25688
1028,10.515968
1029,6.2162304
1030,14.395262
1031,10.554986
1032,9.289748
1033,5.7733517
1034,9.657504
1035,7.518361
1036,7.909176
1037,17.654144
1038,48.040253
1039,7.241235
1040,8.452595
1041,47.89848
1042,51.943
1043,15.714307
1044,22.15892
1045,12.795712
1046,81.669136
1047,8.933725
1048,11.046324
1049,5.872758
1050,11.670802
1051,10.57977
1052,9.066779
1053,29.375523
1054,8.8981
1055,19.338034
1056,27.903183
1057,32.94932
1058,6.2202187
1059,25.889883
1060,9.51857
1061,26.665857
1062,16.397572
1063,12.149281
1064,9.848476
1065,7.463155
1066,8.465791
1067,14.187199
1068,7.8845234
1069,13.182196
1070,8.516282
1071,40.46226
1072,14.034209
1073,7.852214
1074,42.15388
1075,22.275593
1076,10.875711
1077,13.597338
1078,10.416492
1079,10.94054
1080,16.52993
1081,9.724023
1082,58.241325
1083,3.8022697
1084,18.96903
1085,8.561086
1086,19.645287
1087,9.705331
1088,16.062302
1089,14.32312
1090,9.424532
1091,9.971084
1092,6.0815315
1093,15.064935
1094,9.919044
1095,9.305165
1096,6.5405293
1097,11.417091
1098,7.1942587
1099,6.9004145
1100,7.75589
1101,13.476305
1102,12.050352
1103,7.7079096
1104,17.729677
1105,8.683068
1106,72.73457
1107,37.261208
1108,12.368312
1109,29.24888
1110,11.1962805
1111,11.051689
1112,8.247422
1113,26.321234
1114,18.65053
1115,26.10311
1116,7.7092485
1117,8.671176
1118,14.349037
1119,10.678709
1120,12.193675
1121,17.436739
1122,4.509593
1123,14.634949
1124,11.240911
1125,55.246937
1126,9.376338
1127,34.994404
1128,11.420802
1129,18.567749
1130,14.312183
1131,8.861318
1132,12.102071
1133,11.097851
1134,24.446146
1135,12.64425
1136,20.814796
1137,26.384462
1138,11.394192
1139,13.453013
1140,6.52332
1141,4.2568846
1142,21.127655
1143,17.446306
1144,16.06709
1145,12.156698
1146,9.703687
1147,39.379395
1148,14.66744
1149,33.702553
1150,6.5898046
1151,12.884977
1152,7.039688
1153,14.716294
1154,64.1977
1155,18.725895
1156,3.3189492
1157,20.671875
1158,7.8887215
1159,12.391873
1160,29.527956
1161,13.870646
1162,22.957453
1163,13.7869215
1164,54.539055
1165,11.199556
1166,30.071623
1167,43.145687
1168,7.6918736
1169,15.658812
1170,13.352879
1171,39.25263
1172,47.465107
1173,27.715233
1174,15.837766
1175,11.460301
1176,9.437122
1177,10.557873
1178,6.260083
1179,10.075631
1180,24.882757
1181,9.844336
1182,15.53202
1183,11.325243
1184,13.183983
1185,30.751026
1186,15.825375
1187,9.9074
1188,33.89122
1189,14.53013
1190,6.9366045
1191,10.345062
1192,11.3417015
1193,14.028439
1194,21.140083
1195,18.026997
1196,35.70431
1197,8.716015
1198,20.131105
1199,11.098905
1200,10.368893
1201,11.124695
1202,8.246044
1203,11.202039
1204,21.235083
1205,10.649314
1206,7.5702057
1207,11.550038
1208,11.996842
1209,15.09357
1210,7.720995
1211,15.490343
1212,13.23256
1213,8.602859
1214,10.347225
1215,31.10193
1216,113.59453
1217,27.842346
1218,12.160677
1219,44.3472
1220,12.106624
1221,9.914296
1222,18.096087
1223,10.314742
1224,17.879215
1225,11.539264
1226,52.26251
1227,10.680283
1228,11.620383
1229,5.9750605
1230,10.578264
1231,24.253628
1232,6.30002
1233,7.693885
1234,6.6587963
1235,7.6839895
1236,68.68907
1237,7.0814238
1238,6.1412277
1239,7.2786083
1240,10.324061
1241,12.626413
1242,14.245882
1243,5.966158
1244,5.595682
1245,187.73346
1246,13.997816
1247,8.5922785
1248,20.298038
1249,24.827637
1250,9.632246
1251,6.989627
1252,12.005872
1253,11.068203
1254,8.755488
1255,14.495865
1256,10.177665
1257,26.884428
1258,10.849838
1259,7.5162897
1260,15.741947
1261,5.3365974
1262,14.390043
1263,20.980047
1264,15.683939
1265,7.984253
1266,17.139616
1267,11.638175
1268,9.404173
1269,9.382484
1270,10.012827
1271,29.060556
1272,23.679249
1273,18.000843
1274,7.541507
1275,9.165608
1276,10.167839
1277,9.549689
1278,12.467007
1279,46.43093
1280,7.307948
1281,20.827364
1282,14.157395
1283,6.590955
1284,7.4481735
1285,7.6825695
1286,10.489611
1287,18.456005
1288,19.825535
1289,6.241396
1290,12.449875
1291,12.788695
1292,9.735104
1293,8.213719
1294,117.202484
1295,6.5376673
1296,9.298759
1297,11.678557
1298,9.423897
1299,4.94385
1300,9.181703
1301,11.611903
1302,6.331319
1303,8.73739
1304,34.681183
1305,7.7628717
1306,26.51534
1307,6.2209177
1308,23.960257
1309,19.028055
1310,11.247032
1311,16.715723
1312,8.230764
1313,15.694887
1314,11.326854
1315,31.125742
1316,10.002777
1317,8.75673
1318,10.51926
1319,15.353532
1320,12.949246
1321,34.91879
1322,6.352644
1323,7.703786
1324,18.872362
1325,10.504866
1326,73.5547
1327,62.024708
1328,19.145887
1329,5.6110153
1330,21.821054
1331,7.735115
1332,12.395946
1333,18.989761
1334,17.81364
1335,12.926147
1336,6.8665724
1337,17.22244
1338,7.0735083
1339,14.915943
1340,14.057472
1341,4.9610863
1342,13.961717
1343,31.579187
1344,16.703068
1345,9.063852
1346,10.553239
1347,6.3709497
1348,8.884996
1349,16.882002
1350,14.010754
1351,8.393969
1352,21.850946
1353,11.62049
1354,10.049923
1355,25.690435
1356,11.251473
1357,12.165854
1358,10.416887
1359,14.3160095
1360,25.709341
1361,16.752047
1362,40.894897
1363,64.15884
1364,8.645027
1365,5.85868
1366,9.380626
1367,12.150018
1368,18.221722
1369,5.111864
1370,8.008044
1371,15.765417
1372,7.663107
1373,9.922411
1374,7.7303276
1375,9.0202465
1376,15.64678
1377,8.959126
1378,10.277975
1379,14.386954
1380,14.95783
1381,8.5896435
1382,11.270421
1383,20.561592
1384,10.309587
1385,15.691798
1386,70.86873
1387,10.619115
1388,18.52665
1389,6.0618353
1390,19.926844
1391,18.954329
1392,57.058254
1393,8.902282
1394,7.5123205
1395,9.541621
1396,13.380347
1397,69.41493
1398,10.142358
1399,9.875106
1400,6.4826546
1401,10.045831
1402,24.804895
1403,24.762238
1404,7.568384
1405,76.64948
1406,13.387016
1407,23.13157
1408,6.178931
1409,7.9760056
1410,10.702011
1411,8.818651
1412,7.438553
1413,29.254858
1414,18.865553
1415,55.87481
1416,20.439873
1417,12.137875
1418,19.551296
1419,28.271912
1420,11.079091
1421,6.241295
1422,36.768192
1423,13.672779
1424,17.01256
1425,14.22518
1426,75.79823
1427,13.852676
1428,40.141777
1429,7.3287773
1430,12.381304
1431,18.915892
1432,29.31191
1433,7.5264006
1434,9.393048
1435,13.033662
1436,16.259626
1437,34.30647
1438,12.875342
1439,9.490801
1440,9.922341
1441,14.938984
1442,29.206863
1443,24.206402
1444,8.634935
1445,13.354432
1446,9.29483
1447,10.168459
1448,66.046715
1449,15.164297
1450,23.73428
1451,25.879934
1452,25.078114
1453,25.562738
1454,7.703211
1455,6.044325
1456,9.976388
1457,24.502285
1458,10.412373
1459,12.31777
1460,13.618524
1461,22.98812
1462,14.100769
1463,38.859653
1464,42.239864
1465,8.099963
1466,6.0239563
1467,8.599171
1468,12.965909
1469,11.825915
1470,8.633813
1471,11.999039
1472,21.067532
1473,7.530328
1474,11.762562
1475,10.497364
1476,13.007367
1477,17.6875
1478,12.94768
1479,10.725061
1480,15.536579
1481,12.523921
1482,8.516239
1483,7.1837425
1484,46.899258
1485,53.860336
1486,8.138308
1487,11.754689
1488,5.608551
1489,9.982277
1490,10.469111
1491,13.908005
1492,6.3515015
1493,7.7809753
1494,6.987858
1495,18.029438
1496,6.2468348
1497,22.402029
1498,22.90502
1499,19.00559
1500,13.803872
1501,19.111311
1502,14.833919
1503,13.367431
1504,11.538046
1505,7.878049
1506,5.324357
1507,14.788372
1508,6.5945625
1509,19.22461
1510,8.795516
1511,14.649565
1512,13.488503
1513,13.354115
1514,14.713692
1515,9.369342
1516,41.677532
1517,32.5549
1518,8.562744
1519,14.745491
1520,41.620773
1521,12.361536
1522,13.232174
1523,11.934701
1524,16.492123
1525,7.0902634
1526,43.796124
1527,8.838091
1528,44.85768
1529,6.2100124
1530,62.830894
1531,8.426384
1532,7.511483
1533,26.937574
1534,10.3427515
1535,14.830745
1536,5.5606203
1537,7.106904
1538,33.48111
1539,7.7991905
1540,8.628523
1541,69.52573
1542,6.217004
1543,9.972166
1544,20.056494
1545,23.121021
1546,13.5119705
1547,12.596253
1548,8.784011
1549,10.307566
1550,15.240615
1551,15.56011
1552,9.28624
1553,10.5737915
1554,12.33504
1555,26.348383
1556,22.533434
1557,10.695311
1558,11.966044
1559,10.211338
1560,8.030488
1561,7.863538
1562,62.41269
1563,9.35609
1564,14.813585
1565,10.514414
1566,5.228034
1567,29.544931
1568,17.38776
1569,43.31404
1570,11.26915
1571,11.084018
1572,16.369822
1573,12.958832
1574,5.6622353
1575,18.703066
1576,19.004398
1577,12.2486315
1578,6.968691
1579,80.132614
1580,10.086687
1581,13.615173
1582,63.444035
1583,10.993887
1584,15.504119
1585,12.472204
1586,10.311493
1587,10.411987
1588,13.57515
1589,7.655856
1590,14.548987
1591,12.355592
1592,12.848651
1593,8.892361
1594,60.66548
1595,7.6400156
1596,11.8086605
1597,14.803179
1598,8.834477
1599,9.040421
1600,19.677263
1601,10.963478
1602,28.898312
1603,17.963978
1604,8.889446
1605,17.768114
1606,9.261006
1607,17.417141
1608,13.429277
1609,17.531675
1610,19.43624
1611,68.8386
1612,7.5362225
1613,8.117451
1614,14.638164
1615,12.682
1616,41.909115
1617,7.251254
1618,14.420268
1619,18.320116
1620,10.0026455
1621,14.796813
1622,4.8741865
1623,7.8147
1624,16.776062
1625,22.871504
1626,15.4582615
1627,11.380014
1628,9.816987
1629,13.853487
1630,10.053595
1631,15.765999
1632,6.1739283
1633,17.982065
1634,16.629362
1635,3.3654113
1636,45.239315
1637,11.695354
1638,10.444036
1639,8.224821
1640,6.4473276
1641,43.37575
1642,8.623209
1643,21.898426
1644,48.37605
1645,15.98081
1646,9.727131
1647,12.80841
1648,10.582613
1649,24.654713
1650,12.369619
1651,13.428862
1652,12.764416
1653,8.65933
1654,9.781723
1655,11.738988
1656,11.470596
1657,15.370939
1658,14.094212
1659,14.788096
1660,11.741355
1661,13.977037
1662,11.54345
1663,28.895174
1664,40.66892
1665,14.538825
1666,8.7639065
1667,6.4703436
1668,8.30845
1669,6.372675
1670,41.95258
1671,17.619743
1672,9.544417
1673,23.737185
1674,10.955333
1675,11.8104515
1676,14.139521
1677,40.099712
1678,11.482615
1679,44.749607
1680,14.324541
1681,13.985259
1682,15.356422
1683,13.039278
1684,57.687187
1685,14.729895
1686,6.275634
1687,24.505613
1688,11.399275
1689,28.90748
1690,11.2365465
1691,9.384829
1692,6.820842
1693,10.482802
1694,18.068333
1695,30.405333
1696,12.377121
1697,4.4325724
1698,18.20595
1699,52.557457
1700,36.399654
1701,9.861176
1702,43.521072
1703,48.915657
1704,8.308696
1705,41.55599
1706,7.426998
1707,7.0089817
1708,32.50789
1709,14.251455
1710,9.943915
1711,10.20281
1712,7.8794622
1713,8.860918
1714,8.642401
1715,6.6806955
1716,12.88509
1717,11.63352
1718,49.93974
1719,16.542233
1720,19.983057
1721,8.323017
1722,15.500806
1723,25.17225
1724,64.309456
1725,7.032426
1726,18.040632
1727,11.248471
1728,6.4046297
1729,12.971672
1730,14.191378
1731,11.742822
1732,10.802623
1733,61.626938
1734,14.206718
1735,7.0518713
1736,7.642247
1737,16.036226
1738,7.777424
1739,36.811314
1740,7.5479774
1741,10.205713
1742,27.697466
1743,10.022327
1744,11.993767
1745,6.8759403
1746,12.042607
1747,14.805469
1748,9.955511
1749,16.424654
1750,24.29339
1751,4.9368587
1752,16.57538
1753,41.93869
1754,9.148596
1755,14.629362
1756,8.050836
1757,17.68827
1758,17.857506
1759,6.393008
1760,14.678201
1761,7.7168236
1762,30.553385
1763,7.0175104
1764,5.5827875
1765,9.180953
1766,12.552821
1767,20.867992
1768,15.571742
1769,11.274643
1770,6.9497614
1771,57.25417
1772,27.662996
1773,11.426107
1774,7.3758135
1775,12.450388
1776,15.872456
1777,19.509642
1778,39.22413
1779,7.2686663
1780,18.711927
1781,20.32056
1782,14.689646
1783,11.500136
1784,7.2019215
1785,39.345528
1786,33.90132
1787,7.6404715
1788,6.883505
1789,11.145774
1790,6.8801165
1791,9.355994
1792,12.4465885
1793,8.187475
1794,13.578932
1795,14.661354
1796,5.964428
1797,7.9230137
1798,9.597022
1799,13.476675
1800,9.75069
1801,10.7009735
1802,18.210123
1803,11.1538
1804,5.6210318
1805,23.50937
1806,9.043782
1807,15.796708
1808,19.449167
1809,10.3114
1810,7.544305
1811,7.7072535
1812,14.300568
1813,11.185807
1814,19.762506
1815,16.057398
1816,7.090803
1817,7.1445665
1818,15.0675535
1819,13.000182
1820,8.438621
1821,8.921918
1822,14.723907
1823,10.471875
1824,7.9777107
1825,8.295971
1826,47.026558
1827,6.875599
1828,82.17067
1829,16.020119
1830,9.094855
1831,7.6319876
1832,8.874552
1833,15.886991
1834,20.729565
1835,12.130709
1836,18.440748
1837,49.76992
1838,31.178793
1839,23.222006
1840,11.350384
1841,8.620977
